Word_Idx,Antonym1,Antonym2,Antonym3,Antonym4
familiarity_5,unfamiliarity
famish_1,be full
famish_2,feed
fancify_1,uglify
fancy up_1,dress down
fancy_1,plain
far_1,near
farawayness_1,nearness
farness_1,nearness
farsighted_2,nearsighted
farsightedness_1,myopia
fashionable_2,unfashionable
fashionable_3,styleless
fashionably_1,unfashionably
fast lane_2,slow lane
fast reactor_1,thermal reactor
fast_1,slow
fast_2,slow
fast_9,slow
fasten_1,unfasten
fasten_3,unfasten
fastened_1,unfastened
fastened_2,unbuttoned
fastened_3,untied
fastidious_1,unfastidious
fastidious_2,unfastidious
fastness_1,looseness
fat person_1,thin person
fat_1,thin 
fat_2,nonfat 
fat_8,leanness 
fatal_2,nonfatal 
fat-free_1,fatty 
father_8,female parent,mother
fathomable_2,unfathomable 
fatigue_6,refresh 
fatless_1,fatty 
fatness_1,leanness 
fatso_1,thin person 
fatty_1,nonfat 
fatty_2,thin person 
fault_3,merit 
fault_8,absolve 
fauna_2,flora 
favorable_1,unfavorable
favorable_2,unfavorable
favorableness_1,unfavorableness
favorably_1,unfavorably
favourable_1,unfavorable
favourable_2,unfavorable
favourableness_1,unfavorableness
favourably_1,unfavorably
fear_2,fearlessness
fearful_3,brave
fearfully_1,fearlessly
fearfulness_1,fearlessness
fearfulness_2,fearlessness
fearless_2,afraid
fearlessly_1,fearfully
fearlessness_1,fear
fearlessness_2,fearfulness
feasibility_1,infeasibility
feasibleness_1,infeasibility
feathered_1,unfeathered
featherless_1,feathered
feature_6,lack
febrile_1,afebrile
fecundity_1,infertility
fecundity_3,fruitlessness
federal_4,unitary
feed_6,starve
feeder_6,distributary
feelingly_1,unfeelingly
felicitous_1,infelicitous
felicitously_1,infelicitously
felicitousness_1,infelicity
felicity_1,infelicity 
felicity_2,unhappiness 
female aristocrat_1,male aristocrat 
female child_1,boy,male child
female monarch_1,male monarch,king
female offspring_1,male offspring 
female parent_1,male parent,father
female person_1,male 
female sibling_1,male sibling 
female_2,androgynous,male
female_4,male 
female_5,male 
femaleness_1,maleness 
feminine_1,masculine 
feminine_2,neuter,masculine
feminine_4,unwomanly 
feminineness_1,maleness 
femininity_1,masculinity 
ferned_1,fernless 
fernless_1,ferned 
ferny_1,fernless 
fertile_1,sterile 
fertility_2,infertility 
fetch_2,take away 
feverish_1,afebrile 
few_1,many 
fewer_1,more 
fewest_1,most 
fictional_2,nonfictional 
fidelity_2,unfaithfulness,infidelity
fig out_1,dress down 
fig up_1,dress down 
figurative_2,literal
figuratively_1,literally
figure_10,ground
file in_1,file out
file out_1,file in
filial_1,parental
filial_2,parental
fill up_2,empty
fill up_3,empty
fill_3,empty
fill_4,empty
filled_3,unfilled
finality_1,inconclusiveness
financial_1,nonfinancial
find_16,lose
fine_2,coarse
finely_1,coarsely
fingered_1,fingerless
fingerless_1,fingered
finish_13,begin
finish_4,beginning
finish_5,start
finished_1,unfinished
finished_2,unfinished
finishing_2,start
finite_1,infinite
finite_2,infinite
finitely_1,infinitely
finiteness_1,infiniteness
finitude_1,infiniteness
fire_16,hire
firmness of purpose_1,irresoluteness
firmness_2,irresoluteness 
firmness_3,unsoundness 
firmness_4,unsteadiness 
first light_1,sunset 
first_11,middle,end
first_2,last,intermediate
first_7,second 
fiscal_1,nonfinancial 
fissile_1,nonfissionable 
fissile_2,nonfissile 
fissionable_1,nonfissionable 
fit out_1,undress 
fit_1,unfit 
fit_12,disagree 
fit_2,unfit 
fitly_1,unsuitably,inappropriately
fitness_2,unfitness 
fitness_3,unfitness 
fittingly_1,unsuitably,inappropriately
fittingness_1,unfitness 
fix_13,break 
fix_8,unfasten 
fixed_2,unfixed 
fixedness_1,looseness 
fixed-width font_1,proportional font 
fixity_1,looseness 
fixity_2,mutableness,mutability
fixture_2,looseness 
flake out_1,wake up 
flashback_2,flash-forward 
flash-forward_1,flashback 
flat_12,natural,sharp
flat_17,contrasty
flat_18,indirectly
flat-bellied_1,bellied
flatten_1,sharpen
flatter_1,disparage
flattering_1,unflattering
flawlessness_1,imperfection
fledged_1,unfledged
fleece_5,undercharge
flesh out_1,contract
flex_2,straighten
flex_4,unbend
flexibility_1,inflexibility
flexibility_2,inflexibility
flexibility_3,intractability
flexible_1,uncompromising
flexible_3,inflexible
flexible_4,inflexible
flexibleness_1,inflexibility
flexibleness_2,inflexibility
flexibly_1,inflexibly
flexile_1,inflexible
flexion_2,extension
flexor muscle_1,extensor
flexor_1,extensor
flexure_2,extension
flightless bird_1,carinate
float_11,sink
flood tide_2,ebbtide
flood_1,ebbtide
floored_1,ceilinged
flora_2,fauna
flowering_1,flowerless
flowerless_1,flowering
flowing_1,subartesian
flunk_1,passing
flunk_2,pass
flush it_1,pass
flying bird_1,ratite
focalise_2,blur
focalise_3,blur
focalize_2,blur
focalize_3,blur
focus_10,blur
focus_11,blur
focus_12,blur
focused_3,unfocused
focussed_1,unfocused
foe_2,friend 
fogginess_2,sharpness,distinctness
fold up_1,unfold 
fold_8,open 
fold_9,unfold 
follow_12,predate 
follow_16,precede 
follow_20,precede 
follower_1,leader 
following_3,leading 
folly_2,wisdom 
foolish_1,wise 
foolishly_1,wisely 
foolishness_1,wisdom 
foot_2,head 
footed_1,footless 
footless_1,footed 
for good_1,temporarily 
forbear_3,act 
forbearance_2,impatience 
forbid_2,allow,permit
force back_1,attract 
force out_6,hire 
force_15,push 
force_16,pull 
forceful_1,forceless 
forceless_1,forceful 
fore_1,aft 
fore_2,aft 
foredate_1,postdate 
forego_1,postdate 
foregone conclusion_1,uncertainty 
foreground_3,play down,background
forehand_1,backhand 
forehanded_1,backhand 
foreign_1,domestic 
foreign_4,native 
foreigner_1,citizen 
foreignness_1,nativeness 
forepart_1,rear 
foreshorten_1,expand 
forfeit_5,claim 
forget_1,remember 
forget_2,remember 
forget_4,mind 
forgetful_2,mindful 
forgetful_3,retentive 
forgettable_1,unforgettable 
forgivably_1,unpardonably,unforgivably,inexcusably
forgiving_2,unforgiving,
forgivingly_1,unforgivingly,
forgo_1,claim,
forgo_3,postdate,
formal_1,informal,
formal_4,informal,
formalise_2,invalidate,
formalism_1,imitation,
formality_3,informality,
formalize_2,invalidate,
formally_1,informally,
formalness_1,informality,
formed_4,unformed,
former_4,latter,
former_5,latter,
forrad_1,backward 
forrard_1,backward 
forte_1,piano 
forte_2,piano 
forte_5,weak point 
fortify_2,disarm 
fortify_5,weaken 
fortissimo_2,pianissimo 
fortuitously_1,unluckily,unfortunately
fortunate_1,unfortunate 
fortunately_1,unluckily,unfortunately
forward_10,backward 
forward_2,backward 
forward_3,reverse 
forward_4,backward 
forward_6,backward,back
forward_8,aft 
forwards_2,backward 
fossorial_1,cursorial 
foul ball_1,fair ball 
foul_12,unclog 
foul_8,fair 
found_1,lost 
found_3,abolish 
four-footed_1,biped,bipedal
fraction_4,multiply 
fractional_1,whole 
fragrant_1,malodorous 
frail_1,robust 
framed_1,unframed 
fraternal_1,identical 
fraternal_2,sisterly 
free enterprise_1,non-market economy 
free state_1,slave state 
free_1,unfree 
free_11,blame 
free_13,obstruct 
free_14,lodge 
free_15,enforce 
free_16,confine 
free_20,freeze,block
free_4,slave 
free_5,bound 
freelance_2,salaried 
freeze_7,unblock,unfreeze
freeze_9,boil 
frequent_2,infrequent 
frequent_4,boycott,boycott
frequently_1,rarely,infrequently
fresh water_1,saltwater 
fresh_10,rotten 
fresh_11,preserved 
fresh_2,stale 
fresh_8,salty 
freshen_3,tire 
freshness_3,staleness 
freshwater_1,saltwater 
fretted_1,unfretted 
friend_2,foe 
friendliness_1,unfriendliness 
friendliness_2,unfriendliness 
friendly_1,unfriendly 
friendly_3,hostile 
friendly_4,unfriendly 
friendly_5,hostile
fright_1,fearlessness
frigidity_1,hotness
frigidness_1,hotness
frivolity_3,seriousness
frivolous_1,serious
frivolousness_1,seriousness
front burner_1,back burner
front end_1,rear
front_1,back
front_10,rear
front_13,back
front_5,rear
front_8,back
frontward_1,backward
frontwards_1,backward
frozen_4,unfrozen,
fruitful_1,unfruitful,
fruitfully_1,unprofitably,fruitlessly,unproductively
fruitfulness_1,fruitlessness,
fruitlessly_1,profitably,fruitfully,productively
fruitlessness_1,fruitfulness,
fueled_1,unfueled,
fulfil_3,fall short of,
fulfill_3,fall short of,
full_1,empty,
full_13,wane,
full_2,thin,
fullness_2,emptiness,
full-term_1,premature,
full-time_1,part-time,
full-time_2,half-time,
fully_1,meagerly 
function_10,malfunction 
functional disorder_1,organic disorder 
functional_1,organic 
functional_4,nonfunctional 
functioning_1,malfunctioning 
funded_1,unfunded 
fungibility_1,unexchangeability 
furbish up_1,break 
furnished_1,unfurnished 
furrowed_1,unfurrowed 
fuse_4,defuse 
future_1,past,present
future_8,past 
futurity_1,past 
futurity_2,pastness,presentness
fuzziness_1,sharpness,distinctness
gabled_1,hipped 
gain ground_1,fall back 
gain_11,reduce 
gain_4,loss 
gain_5,lose 
gain_6,fall back 
gainfulness_1,unprofitability,unprofitableness
gallantly_1,unchivalrously 
galvanic cell_1,electrolytic cell 
garb_2,undress 
garment_2,undress 
garner_3,spread 
gaseous_1,solid,liquid
gather_5,spread 
gathered_1,ungathered,uncollected
gathering_2,disassembly 
gaucherie_2,urbanity 
gayly_1,unhappily 
gazump_2,undercharge 
geared_1,ungeared 
general agent_2,special agent 
general verdict_1,special verdict 
general_1,specific 
general_4,local 
general_8,particular,specific
generalise_1,specify 
generalist_1,specialist 
generality_2,particularity 
generalize_2,specify 
generally_1,narrowly 
generally_3,specifically 
generative_2,consumptive 
generic drug_1,brand-name drug 
generic wine_1,varietal wine,varietal
generic_4,varietal wine,varietal
generosity_1,stinginess 
generous_2,stingy 
generous_3,ungenerous 
generousness_1,stinginess 
gentleness_1,abruptness 
genuine_2,counterfeit 
genuineness_1,spuriousness 
geocentric_1,heliocentric 
geographic_2,magnetic 
geographical_2,magnetic 
geometrically_1,linearly 
germfree_1,germy 
germy_1,germfree
get ahead_2,fall back
get along_3,regress
get down_1,end
get down_2,elate
get down_3,raise
get dressed_1,undress
get going_2,stop
get in_2,exit
get in_5,pull out
get into_1,exit
get off_1,get on
get off_4,hop on
get on_3,get off
get on_5,hop out
get on_6,regress
get out_4,enter 
get out_6,pull in 
get over_2,get worse 
get rid of_1,establish 
get up_1,sit down,lie down
get up_3,dress down 
get up_5,lower 
get up_7,turn in,go to bed
get well_1,get worse 
get worse_1,get well 
get_23,end 
get_3,leave 
get_6,take away 
get-go_1,middle,end
gibe_3,disagree 
gifted_1,untalented 
gilled_1,abranchiate 
gill-less_1,branchiate 
gird_1,disarm 
girl_1,boy,son
girl_2,boy,male child
give notice_2,hire 
give off_1,absorb 
give out_2,absorb 
give suck_1,bottlefeed 
give the axe_1,hire 
give the sack_1,hire 
give up_11,resist 
give up_4,continue 
give up_5,enter 
give up_6,claim 
give_15,starve 
give_40,take
given_2,taken
give-up the ghost_1,be born
glad_2,sad
gladden_1,sadden
gladden_2,sadden
glassed_1,unglazed
glassless_1,glazed
glazed_2,unglazed
glazed_4,unglazed
gleefully_1,joylessly
glorious_2,inglorious
gloved_1,gloveless
gloveless_1,gloved
gluttonous_1,abstemious
glycerolise_1,deglycerolize
glycerolize_1,deglycerolize 
gnostic_1,agnostic 
go against_2,keep 
go against_3,conform to 
go along_1,discontinue 
go away_1,appear 
go away_2,come 
go away_3,arrive 
go down_3,rise,ascend
go down_5,rise 
go down_6,float 
go for_1,refuse 
go forth_2,arrive 
go in_1,exit 
go into_1,exit 
go off_5,explode 
go off_6,go on 
go on_1,recede 
go on_2,go off 
go on_3,discontinue 
go out_1,come in 
go out_3,enter 
go to bed_1,turn out,get up
go to sleep_1,turn out,get up
go to_1,miss 
go under_2,rise 
go under_3,float 
go up_2,descend 
go up_5,fall 
go with_3,straddle 
go wrong_1,succeed 
go_1,no-go 
go_11,be born 
go_15,malfunction 
go_16,come 
go_29,stop 
go_31,stay in place 
godlessness_1,theism 
godlessness_2,godliness 
godliness_1,ungodliness 
good condition_1,unfitness 
good egg_1,bad egg 
good fortune_2,bad luck,misfortune
good guy_1,bad guy 
good health_1,ill health 
good humor_1,ill humor 
good humour_1,ill humor 
good luck_3,bad luck,misfortune
good manners_1,discourtesy 
good nature_1,ill nature 
good part_1,weak part 
good person_1,bad person 
good shape_1,unfitness 
good spirit_1,cacodemon 
good temper_1,ill humor 
good weather_1,bad weather 
good_2,evil 
good_23,ill 
good_26,evilness,evil
good_27,badness,bad
good_3,bad 
good-natured_1,ill-natured 
good-neighborliness_1,unneighborliness 
good-neighbourliness_1,unneighborliness 
goodness_1,badness,bad
goodness_2,evilness,evil
govern_3,deregulate 
grace_7,unseemliness 
graceful_2,awkward 
gracefully_1,gracelessly 
gracefully_2,ungracefully,ungraciously
gracefulness_1,awkwardness 
gracelessly_1,gracefully 
gracelessly_2,gracefully,graciously
gracious_3,ungracious 
graciously_1,ungracefully,ungraciously
graciousness_1,malignancy,malignity
graciousness_2,ungraciousness 
gradual_1,sudden 
gradual_2,steep 
gradualness_1,abruptness 
grammatical construction_1,misconstruction 
grammatical_2,ungrammatical 
grammatically_1,ungrammatically 
grand larceny_1,petit larceny 
grand theft_1,petit larceny 
grant_10,deny 
granter_1,withholder 
granular_1,achondritic 
grassless_1,grassy 
grassy_1,grassless 
grateful_2,ungrateful 
gratefully_1,ungratefully,unappreciatively
gratify_2,dissatisfy 
gratitude_1,ingratitude 
gravitation_1,levitation 
gravity bomb_1,smart bomb
gravity_3,levity
greased_1,unlubricated
greater_1,lesser
green_5,ripe
greenness_2,ripeness
gregarious_1,ungregarious
gregarious_2,ungregarious
grime_2,clean
groomed_1,ungroomed
gross_6,net
ground stroke_1,volley
ground_9,figure
growing_4,nondevelopment
grownup_2,juvenile
growth_3,nondevelopment
growth_5,decrement,decrease
grudgingly_1,ungrudgingly 
guided_1,unguided 
guilt_1,innocence 
guiltiness_1,innocence 
guiltless_1,guilty 
guilty_1,innocent 
gusseted_1,ungusseted 
gussy up_1,dress down 
gutless_1,gutsy 
gutlessness_1,gutsiness 
gutsiness_1,gutlessness 
gutsy_1,gutless 
habilitate_1,undress 
habit-forming_1,nonaddictive 
haired_1,hairless 
hairiness_1,hairlessness 
hairless_1,hairy 
hairlessness_1,hairiness 
hairy_2,hairless 
half_3,whole 
half-time_2,full-time 
hallow_1,desecrate 
halt_7,start 
ham it up_1,underact 
ham_5,underact 
hand mower_1,power mower 
hand-crafted_1,machine-made 
handed_1,handless 
handily_1,inconveniently 
handiness_1,unavailability,inaccessibility
handled_1,handleless 
handleless_1,handled 
handless_2,handed 
handmade_1,machine-made 
handwash_1,machine wash 
hand-wash_1,machine wash 
haploid_1,diploid,polyploid
haploidic_1,diploid,polyploid
happen_5,dematerialise,dematerialize
happily_1,unhappily 
happily_2,sadly 
happiness_1,sadness 
happiness_2,unhappiness 
happy_1,unhappy 
hard drug_1,soft drug 
hard water_1,soft water 
hard_1,soft 
hard_11,voiced
hard_12,soft
hard_14,lightly
hard_3,soft
hard_4,soft
hard_5,easy
hardball_2,softball
harden_1,soften
harden_2,soften
hardened_4,soft
hardened_5,untempered
hardhearted_1,softhearted
hardihood_1,timidity
hardiness_1,timidity
hardness_1,softness
hardware_1,software
harmful_1,harmless
harmful_4,advantageous
harmful_6,innocuous
harmfully_1,harmlessly
harmless_1,harmful
harmless_2,noxious
harmlessly_1,harmfully
harmonic_3,nonharmonic
harmonious_3,inharmonious
harmony_5,dissonance
harness_6,unharness
harsh_2,fine
hasten_4,linger
hastily_1,unhurriedly
hate_1,love
hate_2,love
hateful_1,lovable
hatless_1,hatted
hatred_1,love
hatted_1,hatless
have_2,refuse
have_3,abstain
have_6,lack
hawk_3,dove
hawkishness_1,dovishness
head_18,tail
head_33,foot
head_9,rear
headed_1,headless
headed_4,unheaded
headless_1,headed
health problem_1,good health
health_2,illness,unwellness
healthful_1,unhealthful 
